symbol,price,price_change,price_percent_change
TSVT,4.95,2.15,76.79
HSAI,22.42,6.41,40.04
MYO,5.73,1.56,37.41
METC,11.03,2.63,31.31
DWTX,10.7,2.25,26.72
LFMD,5.4,1.13,26.46
PAY,30.86,6.18,25.04
BVS,10.86,2.1,24.0
GAUZ,10.15,1.79,21.41
SNOA,3.34,0.56,19.89
SPHL,4.85,0.77,18.87
TSAT,20.55,3.25,18.79
EXK,4.31,0.67,18.4
CYRX,5.53,0.83,17.58
HLLY,2.81,0.41,17.08
PEPG,2.39,0.3,14.63
GH,40.79,4.95,13.81
GV,5.79,0.7,13.75
XPEV,26.07,3.12,13.59
CYD,22.25,2.65,13.52
ZK,31.24,3.52,12.72
APRE,2.51,0.28,12.38
LMB,77.42,8.5,12.33
VG,10.0,1.05,11.73
GYRE,11.53,1.2,11.62
SMR,16.31,1.64,11.18
CENX,18.4,1.8,10.88
JVA,7.24,0.71,10.83
RDDT,118.6,11.31,10.54
NIO,4.91,0.45,10.11
DXF,6.67,0.61,10.07
KC,17.9,1.6,9.82
GRRR,26.45,2.25,9.3
KFY,68.28,5.76,9.21
GOGO,7.32,0.62,9.18
CTEV,18.93,1.58,9.14
NAMI,3.0,0.25,9.09
OKLO,25.83,2.14,9.03
XNET,4.94,0.49,8.92
MLGO,4.03,0.33,8.82
LUV,30.64,2.46,8.73
BIGC,6.26,0.5,8.68
TEVA,15.94,1.27,8.66
NNE,27.29,2.06,8.16
LITE,62.08,4.67,8.13
GRND,16.48,1.24,8.1
ZENA,2.88,0.21,7.87
MTN,165.54,11.96,7.79
DOYU,7.97,0.57,7.7
PPTA,8.81,0.62,7.57
NEO,9.77,0.69,7.54
RERE,3.42,0.24,7.53
IAG,5.49,0.38,7.44
NNNN,6.67,0.46,7.37
SBSW,4.03,0.28,7.33
AARD,11.01,0.75,7.31
QFIN,41.19,2.77,7.21
SARO,28.16,1.86,7.07
SION,15.95,1.05,7.05
ARIS,30.0,1.96,6.99
MTAL,10.02,0.65,6.94
TSSI,9.19,0.59,6.86
CRDO,42.12,2.67,6.77
AG,5.92,0.38,6.76
SMCI,39.38,2.48,6.72
CRWD,329.6,20.74,6.72
ROOT,136.44,8.53,6.67
TBRG,29.19,1.82,6.65
ORLA,7.73,0.48,6.62
BV,13.08,0.81,6.56
TXNM,51.01,3.14,6.56
NUKK,14.7,0.9,6.52
QBTS,4.93,0.3,6.48
LEGN,36.22,2.19,6.45
MDB,191.87,11.55,6.41
AROC,24.17,1.45,6.38
AMSC,18.65,1.11,6.33
LX,9.09,0.54,6.33
LI,29.29,1.73,6.28
NGD,2.96,0.17,6.27
OCX,4.43,0.26,6.24
AGX,110.47,6.42,6.17
GEV,286.78,16.65,6.16
COIN,190.23,11.0,6.14
SGHT,2.6,0.15,6.12
VRT,82.79,4.77,6.11
BE,23.99,1.37,6.06
ESTC,96.7,5.52,6.05
DRD,13.81,0.78,5.99
KRNT,21.15,1.18,5.93
NXT,44.16,2.46,5.89
SATS,26.65,1.47,5.84
FTAI,103.29,5.6,5.73
STIM,4.58,0.25,5.72
CORZ,8.46,0.46,5.68
SPCB,6.71,0.36,5.67
KGS,35.15,1.89,5.67
OCUL,8.08,0.43,5.62
MGIC,13.57,0.72,5.6
MYRG,112.02,5.94,5.6
