symbol,price,price_change,price_percent_change
RDFN,10.12,4.3,73.88
CKPT,4.06,1.59,64.56
TRVI,6.34,2.04,47.33
BDRX,4.3,1.25,40.98
PTGX,49.25,10.9,28.42
VRN,5.6,0.69,13.95
GV,6.83,0.78,12.89
WSC,29.25,1.18,4.2
SHLS,2.91,0.09,3.19
XNET,4.64,0.14,3.11
BBAI,3.43,0.09,2.69
XRX,6.5,0.14,2.28
CPB,42.64,0.83,1.99
FAST,81.19,1.21,1.51
MDLZ,68.74,1.0,1.48
KHC,32.63,0.45,1.4
CELH,27.75,0.36,1.31
MNST,55.79,0.72,1.31
BP,32.47,0.4,1.25
PCAR,111.3,1.24,1.13
KTOS,27.58,0.29,1.06
TSCO,57.44,0.55,0.97
KDP,33.66,0.32,0.96
MRNA,35.95,0.34,0.95
PEP,155.89,1.45,0.94
VZ,46.45,0.39,0.85
EXC,43.48,0.36,0.85
HIT,7.21,0.06,0.84
CSGP,80.04,0.66,0.83
AEP,105.42,0.8,0.76
CNH,13.48,0.09,0.67
GPRE,5.77,0.03,0.52
KO,71.8,0.37,0.52
RIG,3.06,0.01,0.49
ARRY,6.18,0.03,0.49
VOD,9.46,0.04,0.43
RUN,7.19,0.03,0.42
CTSH,83.55,0.32,0.38
DASH,178.74,0.66,0.37
BIDU,95.1,0.3,0.32
BYND,3.37,0.01,0.3
MGEE,90.19,0.23,0.26
HTZ,4.18,0.01,0.24
TMUS,265.61,0.37,0.14
SLB,41.42,0.06,0.13
PUBM,9.78,0.01,0.1
KSS,12.22,0.01,0.08
CMCSA,37.62,0.03,0.08
NIO,4.47,0.0,0.0
NOK,5.23,0.0,0.0
CMPS,3.74,0.0,0.0
OXSQ,2.81,0.0,0.0
ABNB,134.38,-0.01,-0.01
GILD,117.38,-0.03,-0.02
AMGN,324.79,-0.07,-0.02
AJG,323.67,-0.33,-0.1
CPRT,53.65,-0.09,-0.17
FLNC,5.59,-0.01,-0.18
DMAA,9.98,-0.02,-0.2
IQ,2.35,-0.01,-0.21
BKR,42.8,-0.1,-0.22
CSX,31.19,-0.07,-0.22
SMCI,38.12,-0.12,-0.31
PFE,26.64,-0.1,-0.36
AGNC,10.34,-0.04,-0.39
EBAY,70.22,-0.29,-0.41
WBA,11.34,-0.05,-0.44
ADT,7.76,-0.04,-0.45
WBD,11.02,-0.05,-0.45
HST,16.26,-0.07,-0.46
ZM,75.6,-0.38,-0.49
PARA,12.08,-0.06,-0.49
SBUX,105.89,-0.59,-0.55
PSEC,4.36,-0.03,-0.57
CZR,28.32,-0.17,-0.58
APA,18.73,-0.11,-0.58
MTCH,32.42,-0.2,-0.61
WB,10.85,-0.07,-0.64
HAIN,4.52,-0.03,-0.66
LCID,2.13,-0.01,-0.7
NMFC,11.3,-0.08,-0.7
NWSA,27.74,-0.22,-0.79
CX,5.99,-0.05,-0.82
ABCL,2.31,-0.02,-0.86
ARCC,22.81,-0.2,-0.87
ZI,11.4,-0.11,-0.96
GT,9.69,-0.1,-1.02
CSCO,63.26,-0.68,-1.06
RIVN,11.05,-0.12,-1.07
REAX,4.47,-0.05,-1.11
CCCS,9.18,-0.1,-1.13
FRPT,95.76,-1.09,-1.13
TTD,64.15,-0.76,-1.17
INTC,20.38,-0.26,-1.26
PTEN,7.41,-0.1,-1.33
NWL,6.66,-0.09,-1.33
AAPL,235.3,-3.77,-1.58
ADBE,442.14,-7.26,-1.62
AZN,76.24,-1.26,-1.63
VLY,8.83,-0.15,-1.67
