,Unnamed: 0,Volume,Last,Chg,% Chg
27,Performant Healthcare Inc. (PHLT),79.9K,2.78,0.26,10.32
28,Yalla Group Ltd. ADR (YALA),1.1M,4.84,0.42,9.5
29,Pheton Holdings Ltd. Cl A (PTHL),61.3K,4.2,0.35,9.09
30,Baird Medical Investment Holdings Ltd. (BDMD),62.6K,5.76,0.47,8.94
31,Aris Mining Corp. (ARMN),942.0K,4.42,0.36,8.87
32,MicroAlgo Inc. (MLGO),1.7M,4.31,0.35,8.84
33,NextNav Inc. (NN),2.1M,11.15,0.88,8.59
34,Aurora Mobile Ltd. ADR (JG),84.1K,9.78,0.76,8.37
35,Claros Mortgage Trust Inc. (CMTG),1.2M,3.7,0.28,8.31
36,First Majestic Silver Corp. (AG),17.0M,6.62,0.48,7.9
37,Idaho Strategic Resources Inc. (IDR),95.7K,12.4,0.89,7.69
38,Shoals Technologies Group Inc. (SHLS),3.2M,3.16,0.23,7.65
39,Cibus Inc. (CBUS),312.8K,2.32,0.16,7.41
40,N-able Inc. (NABL),576.0K,7.68,0.53,7.34
41,Phreesia Inc. (PHR),502.7K,25.52,1.72,7.23
42,Cool Co. Ltd. (CLCO),89.2K,5.7,0.38,7.14
43,Blaize Holdings Inc. (BZAI),577.5K,3.53,0.22,6.65
44,Savara Inc. (SVRA),693.5K,2.76,0.17,6.35
45,Dollar Tree Inc. (DLTR),3.0M,65.8,3.88,6.26
46,New Gold Inc. (NGD),17.3M,3.27,0.19,6.17
47,Ceragon Networks Ltd. (CRNT),1.1M,2.64,0.15,6.02
48,Blackboxstocks Inc. (BLBX),108.7K,3.18,0.18,6.0
49,NovaGold Resources Inc. (NG),1.1M,3.45,0.19,5.83
50,A2Z Cust2Mate Solutions Corp. (AZ),156.5K,6.3,0.34,5.7
51,Ramaco Resources Inc. Cl A (METC),422.6K,9.36,0.5,5.64
52,Xponential Fitness Inc. (XPOF),256.8K,12.81,0.68,5.61
53,Hallador Energy Co. (HNRG),804.9K,10.39,0.55,5.59
54,B2Gold Corp. (BTG),22.0M,2.91,0.15,5.56
55,Gray Media Inc. (GTN),1.6M,4.34,0.23,5.47
56,Pacira BioSciences Inc. (PCRX),241.0K,23.24,1.2,5.44
57,Telomir Pharmaceuticals Inc. (TELO),128.0K,5.2,0.27,5.36
58,Legacy Housing Corp. (LEGH),62.1K,26.02,1.27,5.13
59,Dollar General Corp. (DG),4.4M,78.68,3.83,5.12
60,Newmont Corp. (NEM),5.5M,45.84,2.21,5.06
61,Mercury Systems Inc. (MRCY),198.2K,44.16,2.06,4.89
62,Hello Group Inc. ADR (MOMO),873.1K,7.12,0.33,4.78
63,G-III Apparel Group Ltd. (GIII),745.8K,26.52,1.18,4.66
64,SolarBank Corp. (SUUN),114.7K,4.55,0.2,4.6
65,Skeena Resources Ltd. (SKE),100.2K,10.21,0.44,4.5
66,Build-A-Bear Workshop Inc. (BBW),297.7K,37.08,1.58,4.46
67,aTyr Pharma Inc. (ATYR),684.1K,3.7,0.15,4.37
68,Compania de Minas Buenaventura S.A. ADR (BVN),250.6K,14.24,0.59,4.36
69,XTI Aerospace Inc. (XTIA),54.9K,2.88,0.12,4.35
70,GEN Restaurant Group Inc. Cl A (GENK),80.0K,6.08,0.25,4.29
71,SSR Mining Inc. (SSRM),1.8M,10.66,0.42,4.15
72,XPeng Inc. ADR (XPEV),12.2M,25.75,1.02,4.12
73,Green Dot Corp. Cl A (GDOT),359.3K,6.6,0.26,4.1
74,Allegro MicroSystems Inc. (ALGM),1.9M,25.94,0.99,3.99
75,Freeport-McMoRan Inc. (FCX),11.1M,38.22,1.45,3.93
76,Scholastic Corp. (SCHL),125.1K,19.77,0.74,3.89
77,AES Corp. (AES),5.6M,12.29,0.46,3.89
78,EUDA Health Holdings Ltd. (EUDA),65.0K,3.77,0.14,3.87
79,Soleno Therapeutics Inc. (SLNO),373.9K,48.48,1.78,3.82
80,Coeur Mining Inc. (CDE),15.8M,5.92,0.21,3.77
81,Vodafone Group PLC ADR (VOD),12.6M,9.5,0.34,3.69
82,Ultrapar Participacoes S/A ADR (UGP),655.7K,2.83,0.1,3.66
83,Biomea Fusion Inc. (BMEA),270.5K,2.55,0.09,3.66
84,Cosan S.A. ADR (CSAN),474.3K,4.97,0.17,3.65
85,Orla Mining Ltd. (ORLA),769.7K,8.14,0.28,3.63
86,Ascent Industries Co. (ACNT),86.6K,12.2,0.42,3.57
87,Seabridge Gold Inc. (SA),163.6K,11.65,0.4,3.56
88,Arbutus Biopharma Corp. (ABUS),609.1K,3.3,0.11,3.55
89,Brag House Holdings Inc. (TBH),1.5M,4.4,0.15,3.53
90,A-Mark Precious Metals Inc. (AMRK),81.2K,27.8,0.94,3.52
91,Silvercorp Metals Inc. (SVM),5.5M,4.12,0.14,3.5
92,Alkami Technology Inc. (ALKT),854.9K,25.12,0.84,3.46
93,Eldorado Gold Corp. (EGO),614.2K,15.16,0.51,3.45
94,Junee Ltd. (JUNE),53.5K,4.96,0.16,3.33
95,Fidelity National Information Services Inc. (FIS),1.6M,70.38,2.26,3.32
96,Mingteng International Corp. Inc. (MTEN),103.4K,4.7,0.15,3.3
97,Hycroft Mining Holding Corp. (HYMC),117.7K,2.82,0.09,3.3
98,SenesTech Inc. (SNES),2.7M,2.38,0.07,3.26
99,JELD-WEN Holding Inc. (JELD),420.3K,6.03,0.19,3.25
