symbol,price,price_change,price_percent_change
HSAI,24.08,8.07,50.41
PAY,30.95,6.27,25.41
GH,42.63,6.79,18.95
ZK,32.88,5.16,18.63
NIO,5.21,0.75,16.82
RDDT,123.01,15.72,14.65
XPEV,26.33,3.38,14.75
KC,18.09,1.79,10.98
SMCI,40.84,3.94,10.68
BE,25.01,2.39,10.57
TEVA,16.11,1.44,9.85
CRDO,43.36,3.91,9.91
LKNCY,30.67,2.63,9.38
LEGN,37.19,3.16,9.29
MSTR,260.59,21.32,8.91
IAG,5.55,0.44,8.61
MDB,195.7,15.38,8.53
SARO,28.55,2.25,8.56
LUV,30.56,2.38,8.44
APP,257.76,19.68,8.27
FTAI,105.58,7.89,8.08
LITE,62.05,4.64,8.08
ORLA,7.83,0.58,8.0
SMNEY,59.38,4.3,7.82
MTN,165.37,11.79,7.67
NXT,44.94,3.23,7.74
KFY,67.26,4.74,7.58
CORZ,8.63,0.62,7.74
UEC,5.06,0.29,6.1
OKLO,25.48,1.79,7.56
APGE,40.27,2.73,7.27
IMPUY,6.68,0.46,7.4
CALX,31.49,2.09,7.11
RGEN,147.13,10.14,7.4
TDS,34.43,2.25,6.99
COIN,191.69,12.46,6.95
GRND,16.3,1.06,6.95
ALAB,66.05,4.35,7.05
LI,29.49,1.93,7.0
TXNM,51.21,3.34,6.98
CLS,86.61,5.46,6.74
ESTC,97.13,5.95,6.53
CRWD,329.75,20.89,6.76
ICUI,138.99,8.94,6.87
PTGX,59.76,3.81,6.81
HBM,7.05,0.45,6.74
TAC,9.33,0.57,6.51
COKE,1303.52,75.92,6.18
TWST,39.13,2.42,6.59
VRT,83.06,5.04,6.46
STEP,50.9,3.09,6.46
CDE,5.47,0.34,6.53
TLN,176.56,10.81,6.52
SM,29.09,1.72,6.28
PRIM,64.32,3.81,6.3
GDS,38.78,2.37,6.51
BHVN,29.42,1.79,6.48
SAABY,19.36,1.15,6.32
ROOT,135.89,7.98,6.24
IRTC,103.91,5.91,6.03
KGS,35.35,2.09,6.28
OR,19.06,1.11,6.18
QFIN,40.75,2.33,6.06
COHR,66.48,3.67,5.84
CYBR,330.95,18.15,5.8
AROC,24.05,1.33,5.83
PTEN,7.8,0.42,5.69
BHF,53.34,2.86,5.67
KGC,11.16,0.6,5.73
BWIN,40.45,2.19,5.72
IOT,35.93,1.87,5.49
MMYT,89.66,4.71,5.54
RVMD,38.89,2.07,5.62
LIVN,39.06,2.04,5.51
HL,5.43,0.28,5.53
NTRA,140.02,7.39,5.57
ATAT,30.36,1.57,5.45
ASND,145.92,7.74,5.6
X,37.02,1.88,5.35
MTZ,114.41,5.75,5.29
DY,144.23,7.48,5.47
VST,114.32,5.83,5.38
FN,197.95,10.07,5.36
MIR,14.19,0.68,5.0
SATS,26.5,1.32,5.24
EQX,6.6,0.34,5.43
AKRO,43.82,2.14,5.13
SCHYY,23.78,1.18,5.22
ACVA,13.78,0.68,5.19
USM,64.71,2.91,4.72
GEV,284.14,14.01,5.18
FNMA,5.2,0.25,5.05
SWTX,50.89,2.45,5.06
BABA,139.05,6.51,4.91
NVCR,21.32,1.03,5.08
BZ,18.27,0.86,4.94
BURBY,13.47,0.62,4.82
LMND,34.28,1.58,4.83
AU,32.1,1.46,4.77
KVYO,33.24,1.5,4.73
BTSG,16.79,0.76,4.74
NU,10.61,0.49,4.89
TKAMY,9.43,0.42,4.66
CRS,180.4,8.01,4.65
PAAS,24.45,1.06,4.53
HMY,12.04,0.53,4.6
TPG,48.63,2.13,4.58
FSLR,139.1,5.99,4.5
ATEYY,53.6,2.32,4.52
SITM,156.4,6.12,4.07
ODD,44.3,1.88,4.43
LNSTY,36.47,1.57,4.5
JHG,37.73,1.58,4.37
RNMBY,254.87,11.1,4.55
ATGE,93.69,3.81,4.24
XIACY,34.66,1.48,4.46
AS,26.75,1.15,4.49
NRG,88.61,3.79,4.47
CNTA,16.47,0.67,4.24
CFLT,25.5,1.1,4.51
BILI,22.77,0.96,4.4
CHWY,33.22,1.39,4.37
ADMA,17.35,0.74,4.46
RNW,6.07,0.25,4.3
BVN,13.61,0.57,4.37
TFPM,18.17,0.76,4.37
PR,12.85,0.52,4.22
MTDR,47.02,2.0,4.43
IESC,169.55,7.29,4.49
ANGPY,6.55,0.27,4.3
SSRM,9.91,0.42,4.43
RBRK,53.83,1.99,3.84
SBGSY,49.24,1.91,4.04
WAY,36.96,1.48,4.17
VNET,11.91,0.48,4.2
SPGYF,5.76,0.23,4.15
STRL,115.74,4.66,4.2
SG,24.84,0.97,4.08
RKLB,17.83,0.71,4.15
BEKE,23.41,0.94,4.18
DQJCY,26.95,1.06,4.09
